CustomerID,Count,Country,State,City,Zip Code,Lat Long,Latitude,Longitude,Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,Churn Label,Churn Value,Churn Score,CLTV,Churn Reason
8512-WIWYV,1,United States,California,Kirkwood,95646,"38.631489, -120.015167",38.631489,-120.015167,Male,No,No,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.35,707.5,No,0,40,2433,
2607-FBDFF,1,United States,California,Tuolumne,95379,"37.939768, -120.188002",37.939768,-120.188002,Male,No,No,No,1,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),49.0,49,No,0,45,5289,
0991-BRRFB,1,United States,California,Corona,92883,"33.762351, -117.488725",33.762351,-117.488725,Male,No,No,No,18,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,49.4,874.8,Yes,1,75,4028,Deceased
6214-EDAKZ,1,United States,California,Elverta,95626,"38.734997, -121.463719",38.734997,-121.463719,Female,No,Yes,Yes,22,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,55.15,1206.05,Yes,1,79,5115,Service dissatisfaction
3723-BFBGR,1,United States,California,Borrego Springs,92004,"33.200369, -116.192313",33.200369,-116.192313,Male,Yes,No,No,24,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),54.8,1291.3,No,0,25,4330,
1363-TXLSL,1,United States,California,San Lucas,93954,"36.125529, -120.864443",36.125529,-120.864443,Male,Yes,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.3,70.3,Yes,1,100,4962,Attitude of service provider
7244-QWYHG,1,United States,California,San Diego,92154,"32.578103, -117.012975",32.578103,-117.012975,Male,No,Yes,No,50,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),44.45,2188.45,No,0,54,5363,
0871-URUWO,1,United States,California,Sheep Ranch,95250,"38.244806, -120.417301",38.244806,-120.417301,Male,No,Yes,No,13,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),102.25,1359,Yes,1,66,2003,Competitor had better devices
2126-GSEGL,1,United States,California,Solvang,93463,"34.624399, -120.137875",34.624399,-120.137875,Female,No,Yes,No,70,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),84.8,5917.55,No,0,32,4032,
8143-ETQTI,1,United States,California,Bakersfield,93313,"35.140938, -119.051348",35.140938,-119.051348,Female,No,Yes,Yes,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.65,451.55,No,0,78,4896,
9534-NSXEM,1,United States,California,Watsonville,95076,"36.931654, -121.752383",36.931654,-121.752383,Male,No,No,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.65,595.5,No,0,79,2194,
7379-FNIUJ,1,United States,California,Olympic Valley,96146,"39.191797, -120.212401",39.191797,-120.212401,Male,No,No,No,2,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,100.2,198.5,No,0,23,4855,
0224-NIJLP,1,United States,California,Turlock,95380,"37.474396, -120.875917",37.474396,-120.875917,Male,No,Yes,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.15,165.5,No,0,32,3899,
6888-SBYAI,1,United States,California,San Ramon,94583,"37.766556, -121.976784",37.766556,-121.976784,Male,No,No,No,1,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,50.7,50.7,No,0,30,3007,
9306-CPCBC,1,United States,California,Moreno Valley,92555,"33.907361, -117.109972",33.907361,-117.109972,Female,No,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.25,210.3,Yes,1,94,3207,Competitor made better offer
2675-DHUTR,1,United States,California,Big Pine,93513,"37.245505, -118.062943",37.245505,-118.062943,Male,Yes,Yes,No,58,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.9,5780.7,No,0,21,4993,
8902-ZEOVF,1,United States,California,Chilcoot,96105,"39.872961, -120.198876",39.872961,-120.198876,Male,No,Yes,Yes,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.05,951.55,No,0,64,5183,
5650-YLIBA,1,United States,California,Lakeport,95453,"39.080469, -122.955176",39.080469,-122.955176,Male,No,No,No,31,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,81.15,2640.55,No,0,25,3031,
6296-DDOOR,1,United States,California,Laguna Beach,92651,"33.570023, -117.773669",33.570023,-117.773669,Female,No,No,No,19,Yes,No,DSL,No,Yes,No,No,Yes,No,One year,No,Electronic check,58.2,1045.25,No,0,73,4033,
5884-GCYMI,1,United States,California,Truckee,96161,"39.342498, -120.247127",39.342498,-120.247127,Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,69.4,69.4,Yes,1,84,2847,Product dissatisfaction
5172-RKOCB,1,United States,California,Piercy,95587,"39.955587, -123.681175",39.955587,-123.681175,Male,No,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),108.95,7875,No,0,21,5758,
6849-WLEYG,1,United States,California,Emeryville,94608,"37.83726, -122.287648",37.83726,-122.287648,Male,No,No,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.75,19.75,Yes,1,92,2611,Lack of affordable download/upload speed
6892-EZDTG,1,United States,California,Kings Beach,96143,"39.246654, -120.029273",39.246654,-120.029273,Female,No,Yes,No,4,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,91.65,365.4,Yes,1,90,2140,Extra data charges
1264-FUHCX,1,United States,California,San Diego,92106,"32.71346, -117.236378",32.71346,-117.236378,Female,No,Yes,No,49,No,No phone service,DSL,No,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),56.3,2780.6,No,0,20,5913,
5655-JSMZM,1,United States,California,Coalinga,93210,"36.186867, -120.387793",36.186867,-120.387793,Male,Yes,No,No,49,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.2,4718.25,Yes,1,74,5904,Competitor offered higher download speeds
6719-FGEDO,1,United States,California,Whittier,90606,"33.976678, -118.065875",33.976678,-118.065875,Female,No,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),97.0,7104.2,No,0,67,6302,
1427-VERSM,1,United States,California,Shasta,96087,"40.617614, -122.512861",40.617614,-122.512861,Female,No,Yes,No,56,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,98.7,5669.5,No,0,44,5141,
8871-JLMHM,1,United States,California,Los Angeles,90061,"33.92128, -118.274186",33.92128,-118.274186,Female,No,Yes,No,68,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),90.2,6297.65,No,0,55,4095,
3813-DHBBB,1,United States,California,Cedarville,96104,"41.505916, -120.152505",41.505916,-120.152505,Male,No,Yes,No,67,No,No phone service,DSL,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),50.95,3521.7,No,0,77,6395,
7273-TEFQD,1,United States,California,La Puente,91746,"34.038983, -117.991372",34.038983,-117.991372,Male,Yes,No,No,3,No,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,41.15,132.2,Yes,1,96,2314,Long distance charges
9667-EQRXU,1,United States,California,Boron,93516,"34.95703, -117.73045",34.95703,-117.73045,Female,Yes,No,No,30,No,No phone service,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,40.3,1172.95,Yes,1,94,3016,Don't know
3946-JEWRQ,1,United States,California,Sherman Oaks,91403,"34.147149, -118.463365",34.147149,-118.463365,Male,No,Yes,No,47,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),95.2,4563,No,0,72,4977,
8417-GSODA,1,United States,California,Rancho Cucamonga,91737,"34.245289, -117.642503",34.245289,-117.642503,Male,No,Yes,Yes,28,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Bank transfer (automatic),92.2,2568.15,No,0,26,5116,
0122-OAHPZ,1,United States,California,Oceanside,92057,"33.254497, -117.285879",33.254497,-117.285879,Female,No,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,73.85,511.25,Yes,1,67,2473,Price too high
4291-YZODP,1,United States,California,San Carlos,94070,"37.497915, -122.267361",37.497915,-122.267361,Female,No,No,Yes,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.05,96.8,No,0,62,3810,
9150-HEPMB,1,United States,California,Corona,92882,"33.819385, -117.600213",33.819385,-117.600213,Male,No,No,No,56,Yes,No,DSL,Yes,No,Yes,No,No,No,One year,No,Mailed check,52.7,3019.7,No,0,63,4753,
9090-SGQXL,1,United States,California,Ben Lomond,95005,"37.078873, -122.090386",37.078873,-122.090386,Male,Yes,Yes,No,68,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.3,7299.65,Yes,1,79,6284,Competitor offered more data
8486-AYEQH,1,United States,California,Guatay,91931,"32.857946, -116.561917",32.857946,-116.561917,Female,No,No,No,31,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.05,2227.8,No,0,63,2421,
5453-YBTWV,1,United States,California,Moreno Valley,92557,"33.970661, -117.255039",33.970661,-117.255039,Male,No,Yes,Yes,70,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),101.1,6994.8,No,0,62,4226,
9058-CBREO,1,United States,California,Winton,95388,"37.421299, -120.599587",37.421299,-120.599587,Female,Yes,No,No,1,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,50.55,50.55,Yes,1,95,3357,Product dissatisfaction
4884-TVUQF,1,United States,California,Occidental,95465,"38.415003, -122.998726",38.415003,-122.998726,Female,Yes,No,No,57,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),101.3,5779.6,No,0,48,4421,
6692-UDPJC,1,United States,California,South El Monte,91733,"34.04622, -118.053753",34.04622,-118.053753,Female,No,Yes,Yes,14,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,91.65,1301,Yes,1,65,4304,Network reliability
2716-GFZOR,1,United States,California,Raymond,93653,"37.252057, -119.95783",37.252057,-119.95783,Male,No,Yes,No,43,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),86.1,3551.65,No,0,42,2358,
2573-GYRUU,1,United States,California,San Miguel,93451,"35.886767, -120.608661",35.886767,-120.608661,Male,Yes,Yes,No,48,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),91.05,4370.75,No,0,60,3594,
8285-ABVLB,1,United States,California,Santa Barbara,93103,"34.438581, -119.685368",34.438581,-119.685368,Female,No,Yes,No,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.85,1328.35,No,0,79,4311,
4710-NKCAW,1,United States,California,El Cajon,92019,"32.785165, -116.862648",32.785165,-116.862648,Male,No,Yes,Yes,5,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),64.4,316.9,No,0,31,3260,
4583-PARNH,1,United States,California,Kerman,93630,"36.727418, -120.123526",36.727418,-120.123526,Male,Yes,Yes,No,16,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,91.55,1540.05,No,0,46,4045,
9692-TUSXH,1,United States,California,Los Angeles,90041,"34.137412, -118.207607",34.137412,-118.207607,Female,No,No,No,18,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.05,1740.7,Yes,1,97,5581,Competitor offered higher download speeds
5311-IHLEI,1,United States,California,Sebastopol,95472,"38.398815, -122.861923",38.398815,-122.861923,Male,No,No,No,12,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),50.95,605.75,No,0,73,2716,
8785-EPNCG,1,United States,California,Sacramento,95815,"38.608405, -121.449942",38.608405,-121.449942,Male,No,No,No,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),23.15,245.2,Yes,1,65,5671,Competitor made better offer
2636-ALXXZ,1,United States,California,Tahoe Vista,96148,"39.24124, -120.054765",39.24124,-120.054765,Female,Yes,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.6,69.6,Yes,1,74,2151,Poor expertise of online support
6563-VRERX,1,United States,California,San Diego,92121,"32.898613, -117.202937",32.898613,-117.202937,Male,No,Yes,No,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.6,690.25,No,0,52,5212,
4075-JFPGR,1,United States,California,Rancho Cucamonga,91730,"34.10097, -117.57882",34.10097,-117.57882,Female,No,Yes,No,51,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,93.5,4619.55,No,0,68,5561,
0380-ZCSBI,1,United States,California,San Francisco,94133,"37.802071, -122.411004",37.802071,-122.411004,Male,No,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.0,198.7,No,0,66,2411,
2452-SNHFZ,1,United States,California,Elk Creek,95939,"39.53222, -122.594879",39.53222,-122.594879,Female,No,No,No,47,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),75.45,3545.1,No,0,66,4995,
3192-LNKRK,1,United States,California,San Joaquin,93660,"36.600193, -120.153393",36.600193,-120.153393,Male,No,Yes,Yes,34,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,84.05,2909.95,No,0,67,3476,
5349-AZPEW,1,United States,California,San Diego,92131,"32.89325, -117.087091",32.89325,-117.087091,Female,No,Yes,Yes,5,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,25.05,125.5,No,0,24,2071,
7354-OIJLX,1,United States,California,Inglewood,90305,"33.958134, -118.330905",33.958134,-118.330905,Male,No,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.85,724.65,No,0,70,5212,
7472-EQOAV,1,United States,California,Laguna Niguel,92677,"33.529047, -117.701175",33.529047,-117.701175,Male,Yes,Yes,Yes,71,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),86.7,6179.35,No,0,44,4485,
8695-ARGXZ,1,United States,California,Fresno,93722,"36.78979, -119.929894",36.78979,-119.929894,Male,Yes,Yes,No,34,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.55,2425.4,No,0,22,5381,
9367-OIUXP,1,United States,California,Laton,93242,"36.444232, -119.718285",36.444232,-119.718285,Male,No,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.7,73.05,No,0,76,4676,
5376-PCKNB,1,United States,California,Montclair,91763,"34.072121, -117.698319",34.072121,-117.698319,Male,No,Yes,Yes,72,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),104.45,7459,No,0,29,4750,
9661-MHUMO,1,United States,California,Mather,95655,"38.549822, -121.266725",38.549822,-121.266725,Male,Yes,Yes,Yes,1,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),49.25,49.25,Yes,1,84,4478,Service dissatisfaction
9537-JALFH,1,United States,California,Imperial,92251,"32.858595, -115.662709",32.858595,-115.662709,Male,No,Yes,Yes,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.9,1356.7,No,0,54,6058,
3167-SNQPL,1,United States,California,Pine Valley,91962,"32.800671, -116.483363",32.800671,-116.483363,Male,Yes,Yes,Yes,38,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,101.15,3741.85,No,0,78,4036,
2235-ZGKPT,1,United States,California,Los Angeles,90062,"34.003553, -118.308933",34.003553,-118.308933,Female,No,Yes,Yes,4,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,50.85,239.55,Yes,1,90,5386,Product dissatisfaction
2472-OVKUP,1,United States,California,Canoga Park,91304,"34.224377, -118.632656",34.224377,-118.632656,Male,No,Yes,Yes,6,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,91.0,531,Yes,1,94,2283,Service dissatisfaction
2320-TZRRH,1,United States,California,Three Rivers,93271,"36.413433, -118.854708",36.413433,-118.854708,Female,No,No,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.5,403.15,No,0,59,4700,
5309-TAIKL,1,United States,California,Rio Linda,95673,"38.688764, -121.457596",38.688764,-121.457596,Female,No,No,No,7,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),62.8,418.3,No,0,46,4080,
9415-ZNBSX,1,United States,California,Cool,95614,"38.880622, -120.973865",38.880622,-120.973865,Female,No,Yes,Yes,70,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),89.0,6293.2,No,0,46,5650,
3521-SYVOR,1,United States,California,Palm Desert,92211,"33.762759, -116.324817",33.762759,-116.324817,Female,No,No,No,37,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,64.75,2345.2,Yes,1,80,5554,Product dissatisfaction
3195-TQDZX,1,United States,California,Elk Creek,95939,"39.53222, -122.594879",39.53222,-122.594879,Male,No,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.25,61.45,No,0,42,4050,
7396-VJUZB,1,United States,California,Willow Creek,95573,"40.949012, -123.655847",40.949012,-123.655847,Male,No,Yes,Yes,4,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.25,155.35,No,0,57,2776,
2085-JVGAD,1,United States,California,Ivanhoe,93235,"36.385818, -119.224243",36.385818,-119.224243,Male,No,Yes,No,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.35,697.65,No,0,24,3078,
2453-SAFNS,1,United States,California,Likely,96116,"41.266008, -120.490731",41.266008,-120.490731,Female,Yes,No,No,54,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,One year,No,Mailed check,72.1,3886.05,No,0,47,4277,
8740-XLHDR,1,United States,California,Greenwood,95635,"38.921333, -120.897718",38.921333,-120.897718,Male,No,No,No,5,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,43.25,219,Yes,1,67,5824,Network reliability
3565-UNOCC,1,United States,California,Stockton,95209,"38.044523, -121.348048",38.044523,-121.348048,Female,Yes,Yes,No,29,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),99.05,2952.85,Yes,1,82,3179,Competitor offered higher download speeds
5207-PLSTK,1,United States,California,La Habra,90631,"33.940619, -117.9513",33.940619,-117.9513,Male,No,Yes,Yes,1,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,48.75,48.75,No,0,58,5068,
1663-MHLHE,1,United States,California,Duarte,91010,"34.145695, -117.95982",34.145695,-117.95982,Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.2,19.2,No,0,44,4629,
8490-BXHEO,1,United States,California,Lucerne Valley,92356,"34.508417, -116.856103",34.508417,-116.856103,Male,Yes,No,No,18,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),80.55,1411.65,No,0,27,5137,
9142-XMYJH,1,United States,California,Fresno,93721,"36.732694, -119.783786",36.732694,-119.783786,Female,No,No,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.35,601.6,No,0,49,5227,
4597-ELFTS,1,United States,California,Glendale,91206,"34.162515, -118.203869",34.162515,-118.203869,Male,No,No,No,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,24.9,1334,Yes,1,92,5327,Competitor offered higher download speeds
2606-RMDHZ,1,United States,California,Lakewood,90713,"33.847755, -118.112532",33.847755,-118.112532,Male,No,No,No,6,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),30.5,208.7,Yes,1,93,4667,Attitude of service provider
9470-XCCEM,1,United States,California,Torrance,90504,"33.867257, -118.330794",33.867257,-118.330794,Male,No,Yes,Yes,35,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),89.65,3161.6,No,0,34,2622,
6922-NCEDI,1,United States,California,Costa Mesa,92627,"33.645672, -117.922613",33.645672,-117.922613,Male,No,No,No,56,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,21.2,1238.65,No,0,23,6473,
4950-HKQTE,1,United States,California,Morro Bay,93442,"35.369553, -120.763864",35.369553,-120.763864,Female,No,No,No,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,26.25,605.9,No,0,64,5676,
5498-TXHLF,1,United States,California,Whitmore,96096,"40.637105, -121.906949",40.637105,-121.906949,Female,No,Yes,No,34,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,87.45,2874.15,Yes,1,98,3358,Extra data charges
3987-KQDDU,1,United States,California,Sonoma,95476,"38.25485, -122.461799",38.25485,-122.461799,Male,No,No,No,9,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,75.6,661.55,No,0,30,4990,
9361-YNQWJ,1,United States,California,Oakland,94609,"37.834341, -122.26437",37.834341,-122.26437,Female,No,No,No,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),24.4,1601.2,No,0,24,5887,
0064-SUDOG,1,United States,California,Huntington Park,90255,"33.97803, -118.217141",33.97803,-118.217141,Female,No,Yes,Yes,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.3,224.5,No,0,57,5190,
8597-CTXVJ,1,United States,California,Jenner,95450,"38.505995, -123.187019",38.505995,-123.187019,Male,No,No,Yes,70,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,No,Bank transfer (automatic),64.95,4551.5,No,0,65,5392,
5829-NVSQN,1,United States,California,Gonzales,93926,"36.52588, -121.396719",36.52588,-121.396719,Female,No,Yes,No,23,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),68.75,1689.45,No,0,34,3519,
0426-TIRNE,1,United States,California,Encino,91316,"34.150354, -118.518292",34.150354,-118.518292,Female,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.9,20.9,Yes,1,97,5527,Limited range of services
8120-JDCAM,1,United States,California,Vallejo,94589,"38.161321, -122.271588",38.161321,-122.271588,Male,No,Yes,Yes,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,69.55,284.9,No,0,44,3708,
9258-CNWAC,1,United States,California,Long Beach,90813,"33.781086, -118.199049",33.781086,-118.199049,Female,No,Yes,Yes,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),113.65,8166.8,No,0,27,6208,
2811-POVEX,1,United States,California,Live Oak,95953,"39.258746, -121.77697",39.258746,-121.77697,Female,Yes,Yes,Yes,23,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),88.45,2130.55,No,0,70,3937,
1060-ENTOF,1,United States,California,Los Angeles,90028,"34.099869, -118.326843",34.099869,-118.326843,Female,Yes,Yes,No,67,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),105.4,7035.6,No,0,64,5703,
8775-LHDJH,1,United States,California,San Jose,95136,"37.270938, -121.851046",37.270938,-121.851046,Female,Yes,Yes,No,1,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,90.6,90.6,Yes,1,93,2905,Don't know
1478-VPOAD,1,United States,California,Calpine,96124,"39.672813, -120.456699",39.672813,-120.456699,Female,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,43.8,43.8,No,0,31,4633,
8295-KMENE,1,United States,California,Newhall,91321,"34.370378, -118.504118",34.370378,-118.504118,Female,No,Yes,Yes,59,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Mailed check,76.45,4519.5,No,0,27,5978,
7156-MHUGY,1,United States,California,Buena Park,90621,"33.874224, -117.993368",33.874224,-117.993368,Male,Yes,No,No,13,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.5,1201.15,Yes,1,76,5394,Attitude of support person
6275-YDUVO,1,United States,California,Orosi,93647,"36.600185, -119.175655",36.600185,-119.175655,Female,No,No,No,2,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,86.2,178.7,Yes,1,95,2969,Attitude of service provider
4682-BLBUC,1,United States,California,La Crescenta,91214,"34.239636, -118.245259",34.239636,-118.245259,Male,No,Yes,No,44,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,One year,Yes,Electronic check,70.95,3250.45,No,0,66,3678,
6168-WFVVF,1,United States,California,Palm Springs,92262,"33.839989, -116.659215",33.839989,-116.659215,Female,Yes,No,No,3,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.3,235.5,Yes,1,98,5165,Competitor offered higher download speeds
5879-HMFFH,1,United States,California,Cassel,96016,"40.936285, -121.572692",40.936285,-121.572692,Female,No,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),88.05,6520.8,No,0,42,6247,
